Created date (UTC),Amount,Currency,Captured,Decline Reason,Description,Fee,Status,Seller Message,Taxes On Fee,Customer Email,walletId (metadata),rechargeType (metadata),entityType (metadata),amount (metadata),companyId (metadata),entityId (metadata),currency (metadata),booking_id (metadata),user_id (metadata),listing id (metadata),booking id (metadata),trip end (metadata),trip start (metadata),source (metadata),listing url (metadata),type (metadata),booking url (metadata),Sequential ID (metadata),Donation Post ID (metadata),Email (metadata)
09/09/2025 17:14,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user026@example.com,,,,,,,,,,,,,,,,,,,,
09/09/2025 17:02,100,usd,TRUE,,Subscription update,6.68,Paid,Payment complete.,0,user027@example.com,,,,,,,,,,,,,,,,,,,,
08/09/2025 19:53,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user006@example.com,,,,,,,,,,,,,,,,,,,,
08/09/2025 19:41,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user028@example.com,,,,,,,,,,,,,,,,,,,,
07/09/2025 19:35,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user029@example.com,,,,,,,,,,,,,,,,,,,,
07/09/2025 17:12,100,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user008@example.com,,,,,,,,,,,,,,,,,,,,
07/09/2025 14:37,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user030@example.com,,,,,,,,,,,,,,,,,,,,
07/09/2025 14:12,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user007@example.com,,,,,,,,,,,,,,,,,,,,
06/09/2025 21:45,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user031@example.com,,,,,,,,,,,,,,,,,,,,
06/09/2025 18:31,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user032@example.com,,,,,,,,,,,,,,,,,,,,
06/09/2025 16:16,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user033@example.com,,,,,,,,,,,,,,,,,,,,
06/09/2025 0:55,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user034@example.com,,,,,,,,,,,,,,,,,,,,
05/09/2025 22:27,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user035@example.com,,,,,,,,,,,,,,,,,,,,
05/09/2025 22:16,100,usd,TRUE,,Subscription update,7.06,Paid,Payment complete.,0,user036@example.com,,,,,,,,,,,,,,,,,,,,
05/09/2025 21:18,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user037@example.com,,,,,,,,,,,,,,,,,,,,
05/09/2025 20:19,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user038@example.com,,,,,,,,,,,,,,,,,,,,
05/09/2025 19:20,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user039@example.com,,,,,,,,,,,,,,,,,,,,
05/09/2025 16:23,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user040@example.com,,,,,,,,,,,,,,,,,,,,
05/09/2025 15:33,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user041@example.com,,,,,,,,,,,,,,,,,,,,
05/09/2025 14:47,50,usd,TRUE,,Subscription creation,4.2,Paid,Payment complete.,0,user042@example.com,,,,,,,,,,,,,,,,,,,,
04/09/2025 20:13,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user043@example.com,,,,,,,,,,,,,,,,,,,,
04/09/2025 17:58,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user044@example.com,,,,,,,,,,,,,,,,,,,,
04/09/2025 14:33,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user045@example.com,,,,,,,,,,,,,,,,,,,,
04/09/2025 14:01,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user046@example.com,,,,,,,,,,,,,,,,,,,,
04/09/2025 14:00,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user047@example.com,,,,,,,,,,,,,,,,,,,,
04/09/2025 13:18,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user048@example.com,,,,,,,,,,,,,,,,,,,,
04/09/2025 0:46,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user049@example.com,,,,,,,,,,,,,,,,,,,,
03/09/2025 22:09,50,usd,FALSE,transaction_not_allowed,Subscription update,0,Failed,The bank returned the decline code `transaction_not_allowed`.,0,user050@example.com,,,,,,,,,,,,,,,,,,,,
03/09/2025 21:27,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user051@example.com,,,,,,,,,,,,,,,,,,,,
03/09/2025 21:06,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user052@example.com,,,,,,,,,,,,,,,,,,,,
02/09/2025 18:20,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user053@example.com,,,,,,,,,,,,,,,,,,,,
02/09/2025 12:12,100,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user008@example.com,,,,,,,,,,,,,,,,,,,,
01/09/2025 18:11,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user053@example.com,,,,,,,,,,,,,,,,,,,,
01/09/2025 17:59,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user054@example.com,,,,,,,,,,,,,,,,,,,,
31/08/2025 18:35,50,usd,,,Subscription update,,requires_payment_method,,,user055@example.com,,,,,,,,,,,,,,,,,,,,
31/08/2025 17:55,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user056@example.com,,,,,,,,,,,,,,,,,,,,
31/08/2025 17:54,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user057@example.com,,,,,,,,,,,,,,,,,,,,
31/08/2025 16:16,100,usd,TRUE,highest_risk_level,Subscription update,0,Failed,Stripe blocked this payment as too risky.,0,user036@example.com,,,,,,,,,,,,,,,,,,,,
31/08/2025 2:27,50,usd,FALSE,do_not_honor,Subscription update,0,Failed,The bank returned the decline code `do_not_honor`.,0,user035@example.com,,,,,,,,,,,,,,,,,,,,
30/08/2025 23:07,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user016@example.com,,,,,,,,,,,,,,,,,,,,
30/08/2025 20:27,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user058@example.com,,,,,,,,,,,,,,,,,,,,
30/08/2025 19:13,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user059@example.com,,,,,,,,,,,,,,,,,,,,
30/08/2025 14:53,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user060@example.com,,,,,,,,,,,,,,,,,,,,
29/08/2025 15:24,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user061@example.com,,,,,,,,,,,,,,,,,,,,
29/08/2025 12:48,50,usd,TRUE,,Subscription update,1.2,Paid,Payment complete.,0,user062@example.com,,,,,,,,,,,,,,,,,,,,
28/08/2025 20:55,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
28/08/2025 19:18,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
28/08/2025 19:10,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user063@example.com,,,,,,,,,,,,,,,,,,,,
28/08/2025 3:48,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user064@example.com,,,,,,,,,,,,,,,,,,,,
28/08/2025 3:47,50,usd,FALSE,do_not_honor,Subscription update,0,Failed,The bank returned the decline code `do_not_honor`.,0,user064@example.com,,,,,,,,,,,,,,,,,,,,
27/08/2025 21:54,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user065@example.com,,,,,,,,,,,,,,,,,,,,
27/08/2025 21:15,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user066@example.com,,,,,,,,,,,,,,,,,,,,
27/08/2025 15:10,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user067@example.com,,,,,,,,,,,,,,,,,,,,
27/08/2025 14:09,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user050@example.com,,,,,,,,,,,,,,,,,,,,
27/08/2025 0:00,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user068@example.com,,,,,,,,,,,,,,,,,,,,
26/08/2025 0:00,100,usd,TRUE,,Subscription update,5.81,Paid,Payment complete.,0,user069@example.com,,,,,,,,,,,,,,,,,,,,
26/08/2025 0:00,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user070@example.com,,,,,,,,,,,,,,,,,,,,
26/08/2025 0:00,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user071@example.com,,,,,,,,,,,,,,,,,,,,
26/08/2025 0:00,50,usd,FALSE,requested_block_on_incorrect_cvc,Subscription update,0,Failed,You requested that Stripe block payments (like this one) for which the customer-entered CVC code does not match the code on file with the card-issuing bank.,0,user071@example.com,,,,,,,,,,,,,,,,,,,,
26/08/2025 0:00,100,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user008@example.com,,,,,,,,,,,,,,,,,,,,
26/08/2025 0:00,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user072@example.com,,,,,,,,,,,,,,,,,,,,
25/08/2025 0:00,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user073@example.com,,,,,,,,,,,,,,,,,,,,
24/08/2025 0:00,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user074@example.com,,,,,,,,,,,,,,,,,,,,
24/08/2025 0:00,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user075@example.com,,,,,,,,,,,,,,,,,,,,
24/08/2025 0:00,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user001@example.com,,,,,,,,,,,,,,,,,,,,
23/08/2025 0:00,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user076@example.com,,,,,,,,,,,,,,,,,,,,
23/08/2025 0:00,50,usd,,,Subscription update,,requires_payment_method,,,user077@example.com,,,,,,,,,,,,,,,,,,,,
23/08/2025 0:00,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
23/08/2025 0:00,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user078@example.com,,,,,,,,,,,,,,,,,,,,
22/08/2025 0:00,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user064@example.com,,,,,,,,,,,,,,,,,,,,
22/08/2025 0:00,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user071@example.com,,,,,,,,,,,,,,,,,,,,
22/08/2025 0:00,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user079@example.com,,,,,,,,,,,,,,,,,,,,
22/08/2025 8:09,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user050@example.com,,,,,,,,,,,,,,,,,,,,
21/08/2025 22:45,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user080@example.com,,,,,,,,,,,,,,,,,,,,
20/08/2025 22:34,100,usd,TRUE,,Subscription update,2.08,Pending,Payment complete.,0,user081@example.com,,,,,,,,,,,,,,,,,,,,
20/08/2025 18:12,100,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user008@example.com,,,,,,,,,,,,,,,,,,,,
20/08/2025 13:16,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user082@example.com,,,,,,,,,,,,,,,,,,,,
19/08/2025 20:29,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user083@example.com,,,,,,,,,,,,,,,,,,,,
19/08/2025 18:49,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user084@example.com,,,,,,,,,,,,,,,,,,,,
19/08/2025 16:50,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user085@example.com,,,,,,,,,,,,,,,,,,,,
19/08/2025 10:09,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user050@example.com,,,,,,,,,,,,,,,,,,,,
18/08/2025 23:14,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user086@example.com,,,,,,,,,,,,,,,,,,,,
18/08/2025 20:08,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user087@example.com,,,,,,,,,,,,,,,,,,,,
18/08/2025 15:35,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user088@example.com,,,,,,,,,,,,,,,,,,,,
18/08/2025 7:18,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
17/08/2025 19:38,50,usd,,,Subscription update,,requires_payment_method,,,user073@example.com,,,,,,,,,,,,,,,,,,,,
17/08/2025 19:20,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user089@example.com,,,,,,,,,,,,,,,,,,,,
17/08/2025 19:19,100,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user090@example.com,,,,,,,,,,,,,,,,,,,,
17/08/2025 15:36,100,usd,TRUE,,Subscription creation,7.84,Paid,Payment complete.,0,user091@example.com,,,,,,,,,,,,,,,,,,,,
17/08/2025 15:34,100,usd,FALSE,insufficient_funds,Subscription creation,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user091@example.com,,,,,,,,,,,,,,,,,,,,
16/08/2025 20:33,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user092@example.com,,,,,,,,,,,,,,,,,,,,
16/08/2025 20:19,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user093@example.com,,,,,,,,,,,,,,,,,,,,
16/08/2025 20:00,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user094@example.com,,,,,,,,,,,,,,,,,,,,
16/08/2025 15:47,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user080@example.com,,,,,,,,,,,,,,,,,,,,
15/08/2025 20:03,100,usd,TRUE,,Subscription update,6.1,Paid,Payment complete.,0,user095@example.com,,,,,,,,,,,,,,,,,,,,
15/08/2025 15:18,50,usd,,,Subscription update,,requires_payment_method,,,user096@example.com,,,,,,,,,,,,,,,,,,,,
15/08/2025 14:39,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user097@example.com,,,,,,,,,,,,,,,,,,,,
14/08/2025 21:27,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user002@example.com,,,,,,,,,,,,,,,,,,,,
14/08/2025 19:19,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user003@example.com,,,,,,,,,,,,,,,,,,,,
14/08/2025 18:58,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user004@example.com,,,,,,,,,,,,,,,,,,,,
14/08/2025 17:40,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user098@example.com,,,,,,,,,,,,,,,,,,,,
14/08/2025 15:59,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user005@example.com,,,,,,,,,,,,,,,,,,,,
13/08/2025 22:09,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user050@example.com,,,,,,,,,,,,,,,,,,,,
13/08/2025 19:17,100,usd,,,Subscription update,,canceled,,,user008@example.com,,,,,,,,,,,,,,,,,,,,
13/08/2025 17:45,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user009@example.com,,,,,,,,,,,,,,,,,,,,
13/08/2025 17:16,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user010@example.com,,,,,,,,,,,,,,,,,,,,
13/08/2025 16:21,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user011@example.com,,,,,,,,,,,,,,,,,,,,
13/08/2025 14:50,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user013@example.com,,,,,,,,,,,,,,,,,,,,
13/08/2025 14:42,50,usd,,,Subscription update,,requires_payment_method,,,user099@example.com,,,,,,,,,,,,,,,,,,,,
13/08/2025 14:03,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user012@example.com,,,,,,,,,,,,,,,,,,,,
13/08/2025 12:13,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
12/08/2025 18:43,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user017@example.com,,,,,,,,,,,,,,,,,,,,
12/08/2025 16:36,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user018@example.com,,,,,,,,,,,,,,,,,,,,
12/08/2025 13:18,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user019@example.com,,,,,,,,,,,,,,,,,,,,
11/08/2025 21:23,100,usd,TRUE,,Subscription update,6.1,Paid,Payment complete.,0,user020@example.com,,,,,,,,,,,,,,,,,,,,
11/08/2025 19:10,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user021@example.com,,,,,,,,,,,,,,,,,,,,
11/08/2025 17:58,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user001@example.com,,,,,,,,,,,,,,,,,,,,
11/08/2025 17:12,50,usd,FALSE,do_not_honor,Subscription update,0,Failed,The bank returned the decline code `do_not_honor`.,0,user001@example.com,,,,,,,,,,,,,,,,,,,,
11/08/2025 15:49,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user084@example.com,,,,,,,,,,,,,,,,,,,,
10/08/2025 17:05,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user022@example.com,,,,,,,,,,,,,,,,,,,,
10/08/2025 11:18,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
10/08/2025 4:19,100,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user090@example.com,,,,,,,,,,,,,,,,,,,,
09/08/2025 20:32,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user024@example.com,,,,,,,,,,,,,,,,,,,,
09/08/2025 19:43,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user100@example.com,,,,,,,,,,,,,,,,,,,,
09/08/2025 18:43,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user025@example.com,,,,,,,,,,,,,,,,,,,,
09/08/2025 17:01,100,usd,TRUE,,Subscription update,6.68,Paid,Payment complete.,0,user027@example.com,,,,,,,,,,,,,,,,,,,,
09/08/2025 15:11,50,usd,,,Subscription update,,requires_payment_method,,,user016@example.com,,,,,,,,,,,,,,,,,,,,
08/08/2025 19:55,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user006@example.com,,,,,,,,,,,,,,,,,,,,
08/08/2025 19:40,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user028@example.com,,,,,,,,,,,,,,,,,,,,
07/08/2025 19:18,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user014@example.com,,,,,,,,,,,,,,,,,,,,
07/08/2025 14:37,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user030@example.com,,,,,,,,,,,,,,,,,,,,
07/08/2025 14:13,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user007@example.com,,,,,,,,,,,,,,,,,,,,
07/08/2025 9:12,50,usd,FALSE,do_not_honor,Subscription update,0,Failed,The bank returned the decline code `do_not_honor`.,0,user001@example.com,,,,,,,,,,,,,,,,,,,,
06/08/2025 21:45,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user031@example.com,,,,,,,,,,,,,,,,,,,,
06/08/2025 18:31,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user032@example.com,,,,,,,,,,,,,,,,,,,,
06/08/2025 16:18,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user033@example.com,,,,,,,,,,,,,,,,,,,,
06/08/2025 1:12,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user101@example.com,,,,,,,,,,,,,,,,,,,,
06/08/2025 0:57,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user034@example.com,,,,,,,,,,,,,,,,,,,,
05/08/2025 21:19,50,usd,TRUE,,Subscription update,4.2,Paid,Payment complete.,0,user037@example.com,,,,,,,,,,,,,,,,,,,,
05/08/2025 20:17,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user038@example.com,,,,,,,,,,,,,,,,,,,,
05/08/2025 19:21,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user039@example.com,,,,,,,,,,,,,,,,,,,,
05/08/2025 16:46,50,usd,TRUE,,Subscription creation,4.65,Paid,Payment complete.,0,user102@example.com,,,,,,,,,,,,,,,,,,,,
05/08/2025 16:25,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user040@example.com,,,,,,,,,,,,,,,,,,,,
05/08/2025 8:14,100,usd,TRUE,,Subscription update,6.71,Refunded,Payment complete.,0,user103@example.com,,,,,,,,,,,,,,,,,,,,
04/08/2025 22:49,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user084@example.com,,,,,,,,,,,,,,,,,,,,
04/08/2025 14:02,100,usd,TRUE,,Subscription update,7.84,Paid,Payment complete.,0,user046@example.com,,,,,,,,,,,,,,,,,,,,
04/08/2025 7:19,100,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user090@example.com,,,,,,,,,,,,,,,,,,,,
03/08/2025 21:05,50,usd,TRUE,,Subscription update,4.65,Paid,Payment complete.,0,user052@example.com,,,,,,,,,,,,,,,,,,,,
02/08/2025 23:12,50,usd,FALSE,do_not_honor,Subscription update,0,Failed,The bank returned the decline code `do_not_honor`.,0,user001@example.com,,,,,,,,,,,,,,,,,,,,
01/08/2025 22:49,50,usd,FALSE,insufficient_funds,Subscription update,0,Failed,The bank returned the decline code `insufficient_funds`.,0,user084@example.com,,,,,,,,,,,,,,,,,,,,
01/08/2025 20:06,50,usd,FALSE,highest_risk_level,Subscription update,0,Failed,Stripe blocked this payment as too risky.,0,user104@example.com,,,,,,,,,,,,,,,,,,,,
